Região	Unidade	Latitude	Longitude	Altitude 	Altitude	Altitude	Fator 
SUL	RS	-30,5908997	-51,5381558	94,1767	101,294	7,12	7,11
SUL	RS	-30,6962071	-52,059512	106,1261	114,627	8,5	8,44
SUL	RS	-29,4612505	-51,9575768	57,6836	63,841	6,16	6,18
SUL	RS	-29,3823177	-55,4299835	214,6926	225,638	10,95	10,96
SUL	RS	-29,262034	-56,5817523	82,2854	95,107	12,82	12,9
SUL	RS	-29,1631147	-56,3816552	84,7856	97,236	12,45	12,47
SUL	RS	-28,8907254	-53,0321438	488,1569	496,958	8,8	8,74
SUL	RS	-28,7957039	-52,7944467	454,6738	463,287	8,61	8,52
SUL	RS	-28,4192544	-54,8699827	248,3164	257,482	9,17	9,2
SUL	RS	-27,8870824	-55,0402332	98,6408	107,045	8,4	8,52
SUL	RS	-29,2244093	-51,3480439	765,9061	772,146	6,24	6,23
SUL	RS	-29,6895052	-52,402366	186,2389	193,421	7,18	7,19
SUL	SC	-28,2381122	-48,6594405	11,3211	12,64	1,32	1,36
SUL	SC	-28,2300649	-48,6543281	6,0893	7,402	1,31	1,36
SUL	SC	-28,2366133	-48,6560785	10,5473	11,85	1,3	1,36
SUL	SC	-27,0723973	-52,6266937	676,685	682,693	6,01	6
SUL	SC	-27,9205202	-50,1034586	1123,2056	1129,353	6,15	6,08
SUL	SC	-26,5000536	-53,5060341	758,7105	763,657	4,95	4,89
SUL	SC	-26,7249549	-51,6322518	1252,1744	1259,758	7,58	7,49
SUL	SC	-26,27023	-49,9190782	845,7893	849,828	4,04	4,03
SUL	SC	-26,9132993	-50,4445738	1093,8853	1099,482	5,6	5,55
SUL	SC	-26,1766491	-49,0076526	174,213	176,614	2,4	2,38
SUL	SC	-26,3139986	-49,9099339	947,9758	952,02	4,04	4,02
SUL	SC	-27,2649748	-49,8849049	366,8993	370,878	3,98	4,01
SUL	SC	-27,0604718	-49,4120238	93,3253	95,734	2,41	2,5
SUL	SC	-27,6599442	-49,1256325	802,3065	805,34	3,03	2,97
SUL	SC	-29,0791983	-49,6292029	15,1569	17,003	1,85	1,89
SUL	SC	-27,8228878	-49,5700003	868,6544	873,267	4,61	4,56
SUL	SC	-27,9561268	-50,4844354	975,8248	982,288	6,46	6,48
SUL	SC	-27,6014893	-50,7295496	834,507	840,276	5,77	5,82
SUL	SC	-28,3617516	-49,5866506	1356,633	1361,469	4,84	4,65
SUL	SC	-27,1547147	-53,7330317	331,0092	336,655	5,65	5,7
SUL	SC	-26,5668139	-52,3267969	769,0812	775,037	5,96	6,04
SUL	SC	-27,3308108	-51,3552251	738,8044	744,831	6,03	6
SUL	SC	-27,4399991	-50,1735964	834,2767	839,585	5,31	5,34
SUL	SC	-27,525067	-50,6470917	958,0505	963,695	5,64	5,65
SUL	SC	-28,3135592	-49,69417	1312,7356	1318,37	5,63	5,61
SUL	SC	-28,1939291	-49,9957816	1250,6033	1256,999	6,4	6,35
SUL	SC	-28,4131976	-50,0486626	1194,0358	1200,453	6,42	6,38
SUL	SC	-28,8213621	-49,399371	19,7749	21,239	1,46	1,49
SUL	SC	-28,3981982	-50,0887382	1148,7695	1155,245	6,48	6,43
SUL	SC	-27,492642	-48,5038314	3,2473	3,768	0,52	0,58
SUL	SC	-26,7819468	-48,6685682	8,431	8,563	0,13	0,08
SUL	SC	-27,8106582	-49,616036	862,1324	866,884	4,75	4,7
							
							
* Valores calculados a partir das altitudes disponíveis nas estações de conexão SAT-RN							
** Valores obtidos por interpolação do modelo hgeoHNOR2020							
